query,intent
please lock every door,smart_home
make delta reservation from madison to atlanta,book_flight
what s an example of a good apr and what do i have,apr
would you repeat what you said earlier,repeat
make a reminder to give the cat her flea medicine,reminder_update
how long does it take to get to the park in detroit,distance
forward the text i just got from henry to giselle,out_of_scope
what other nations were involved in the chinese trade war,out_of_scope
let me know when you were born,how_old_are_you
let bill and craig know where i am,share_location
please tell me the last time i took my car to the shop,last_maintenance
turn down your speaker,change_volume
what is 80980 098098 80980 1243,calculator
reset the factory settings,reset_settings
when will the clothes i ordered online arrive,order_status
tell me who your maker was,who_made_you
remove dinner with suzie from my calendar on march 1st,calendar_update
couldn t tell you,maybe
could you set up a timer for me,timer
how much longer until i need to get my oil changed,oil_change_when
i would like to hear the next tune on this particular playlist,next_song
are there any transaction fee if i use my boston private card in scotland,international_fees
erase get a haircut from my to do list please,todo_list_update
how much do i pay in tax,taxes
where on the cheerios box are the nutrition facts,nutrition_info
have i added my doctor s appointment to my calendar,calendar
what s 10 euros in dollars,exchange_rate
what kinds of hobbies do you enjoy,what_are_your_hobbies
what s the song they are playing for us right now,what_song
is my card s apr a decent rate,apr
please let my mom and dad know my location,share_location
i want an alarm to go off at 9 am,alarm
stop processing,cancel
please tell me how to change the oil in my car,oil_change_how
where am i on gps,current_location
take pat s appointment off my calendar,calendar_update
what is texas s timezone,timezone
what sort of hobbies are you into,what_are_your_hobbies
can you tell me what my tire pressure is,tire_pressure
what do i need to make a cake,ingredients_list
i d like to have everything on the shopping list,order
i need to know what s on my shopping list,shopping_list
try to speak slowly,change_speed
how many dollars can i exchange for 200 yen,exchange_rate
i want to hear something funny about history,tell_joke
which countries have travel alerts,travel_alert
great western bank s login screen tells me i m locked out but not why,account_blocked
tell me the status of my credit card application,application_status
does mr joes pizza usually have a long wait,how_busy
what amount of time will pass in order for a person at our location to take bus to detroit,distance
how many points has the nyse gone up by this month,out_of_scope
put me on a call to sally,make_call
would you say that you are human or copmuter,are_you_a_bot
what can i ask you all about,what_can_i_ask_you
are visas for international travel,international_visa
i d just like to know how much gas is in my vehicle,gas
i d say no,no
how much money do i have in my various bank accounts,balance
are my health benefits good,insurance
where in the world is there a travel alert,travel_alert
when is my visa due,bill_due
speak spanish please,change_language
transfer funds to the other account,transfer
my luggage was lost on the flight,lost_luggage
forget reservation at longhorn for 4,cancel_reservation
give me some tips on building up my credit score,improve_credit_score
do i need a visa to travel to canada,international_visa
set a pto request for april 1st and 2nd,pto_request
is my phone somewhere around here,find_phone
i didnt understand what you just said can you say it again,repeat
i need to know when the next holiday will be,next_holiday
are my tires ok on pressure,tire_pressure
my card was declined at the casino and i m wondering why,card_declined
my card is too scratched up and i need to report it,damaged_card
the status of my day off request please,pto_request_status
what is the cars mpg on the highway,mpg
what do i need to get to make lasagne,ingredients_list
go and check the fridge,out_of_scope
can you speak a little faster please,change_speed
are indians nowadays reminiscent of a decade ago,out_of_scope
what s the best dog food to feed my puppy,out_of_scope
i can t find my credit card and i want to report it as lost,report_lost_card
